uptime,step,dPosLHX,dPosLHY,dPosLHZ,dRotLHX,dRotLHY,dRotLHZ,dPosHeadX,dPosHeadY,dPosHeadZ,dRotHeadX,dRotHeadY,dRotHeadZ,dPosRHX,dPosRHY,dPosRHZ,dRotRHX,dRotRHY,dRotRHZ,cPosLHX,cPosLHY,cPosLHZ,cRotLHX,cRotLHY,cRotLHZ,cPosHeadX,cPosHeadY,cPosHeadZ,cRotHeadX,cRotHeadY,cRotHeadZ,cPosRHX,cPosRHY,cPosRHZ,cRotRHX,cRotRHY,cRotRHZ
1.51301,0,0.00091,0.00064,0.00252,0.00173,-0.00333,-0.00430,0.00076,0.00022,0.00000,0.00008,0.00012,-0.00042,-0.00078,-0.00250,-0.00007,0.00135,0.00000,0.01100,0.02197,0.74089,0.03467,0.07972,-0.81521,0.51045,-0.26955,1.58683,0.06375,0.03665,-0.99815,0.00725,-0.51106,0.79223,-0.04904,0.14632,0.90517,-0.37580
1.55481,0,-0.00037,0.00055,0.00067,-0.00146,0.00280,-0.00075,0.00024,-0.00026,-0.00005,0.00044,0.00059,-0.00130,0.00009,0.00014,0.00123,0.00144,0.00085,-0.00533,0.02337,0.74241,0.03893,0.08141,-0.81644,0.50929,-0.26767,1.58666,0.06395,0.03834,-0.99816,0.00764,-0.51000,0.79314,-0.04557,0.14663,0.90432,-0.37609
1.61024,0,0.00082,-0.00057,0.00143,0.00071,-0.00087,-0.00128,0.00032,0.00001,-0.00010,-0.00037,-0.00007,0.00006,-0.00001,-0.00027,-0.00001,-0.00059,0.00101,0.00207,0.02337,0.74214,0.04116,0.08062,-0.81969,0.50689,-0.26634,1.58641,0.06374,0.03969,-0.99811,0.00717,-0.50956,0.79317,-0.04308,0.14538,0.90295,-0.37762
1.65200,0,0.00207,-0.00123,0.00406,0.00472,-0.00395,0.00143,-0.00027,-0.00005,-0.00024,0.00043,-0.00056,-0.00084,-0.00001,-0.00008,-0.00007,-0.00027,-0.00031,-0.00021,0.02898,0.73873,0.05080,0.08354,-0.81233,0.51368,-0.26667,1.58661,0.06313,0.04032,-0.99800,0.00761,-0.50942,0.79253,-0.04269,0.14731,0.90237,-0.37801
1.70775,0,0.00044,-0.00109,0.00232,0.00315,-0.00292,-0.00264,-0.00073,0.00006,-0.00026,0.00062,-0.00073,0.00008,0.00068,-0.00152,0.00029,0.00219,-0.00222,0.00507,0.03185,0.73515,0.06058,0.08159,-0.80386,0.52211,-0.26705,1.58668,0.06249,0.03999,-0.99783,0.00880,-0.50724,0.78995,-0.04146,0.15673,0.90049,-0.38169
1.76315,0,-0.00047,-0.00037,0.00180,0.00119,-0.00205,-0.00262,-0.00132,0.00013,-0.00013,-0.00048,-0.00104,-0.00001,-0.00047,-0.00021,-0.00064,-0.00048,-0.00115,0.00030,0.03113,0.73281,0.06873,0.09158,-0.79663,0.52979,-0.27245,1.58769,0.06159,0.03984,-0.99758,0.00855,-0.50785,0.78901,-0.04359,0.15903,0.90263,-0.37864
1.80471,0,-0.00065,-0.00040,0.00152,0.00171,-0.00148,-0.00138,-0.00151,0.00022,-0.00029,-0.00090,-0.00074,0.00046,-0.00079,0.00017,-0.00032,-0.00031,0.00145,-0.00116,0.02861,0.73194,0.07251,0.09602,-0.79382,0.53238,-0.27679,1.58843,0.06099,0.03926,-0.99749,0.00556,-0.51047,0.78887,-0.04530,0.15989,0.90299,-0.37694
1.86056,0,-0.00112,-0.00009,0.00039,0.00081,-0.00199,-0.00017,-0.00228,0.00011,-0.00042,-0.00093,-0.00095,0.00067,-0.00129,-0.00026,-0.00103,-0.00031,0.00017,-0.00018,0.02332,0.73140,0.07494,0.10326,-0.78999,0.53581,-0.28536,1.58836,0.05976,0.03793,-0.99737,0.00084,-0.51608,0.78822,-0.04934,0.15613,0.90394,-0.37524
1.90259,0,-0.00144,0.00031,0.00009,0.00112,-0.00178,0.00548,-0.00272,-0.00026,-0.00037,-0.00126,-0.00076,0.00060,-0.00408,-0.00141,-0.00126,0.00139,0.01294,0.01341,0.02034,0.73242,0.07378,0.09329,-0.78990,0.53191,-0.29298,1.58769,0.05863,0.03652,-0.99727,-0.00346,-0.52985,0.78534,-0.05705,0.18739,0.89821,-0.36982
1.95808,2,-0.00156,0.00053,-0.00124,-0.00034,-0.00174,0.00359,-0.00328,0.00005,-0.00067,-0.00032,-0.00209,0.00117,-0.00095,-0.00140,-0.00132,-0.00273,-0.01001,-0.00760,0.01420,0.73403,0.07017,0.08629,-0.78794,0.52826,-0.30487,1.58617,0.05698,0.03176,-0.99701,-0.00699,-0.54015,0.77217,-0.05902,0.20450,0.88438,-0.39545
2.01380,0,-0.00175,0.00179,-0.00145,-0.00114,-0.00193,0.00575,-0.00344,0.00105,-0.00036,-0.00022,-0.00218,0.00276,-0.00146,-0.00252,-0.00094,-0.00116,-0.00339,0.00663,0.00694,0.73896,0.06373,0.07318,-0.79032,0.51742,-0.31802,1.58729,0.05516,0.02449,-0.99672,-0.00688,-0.54572,0.76430,-0.06418,0.20575,0.88843,-0.39142
2.05543,0,-0.00107,0.00307,0.00108,0.00659,-0.00758,0.00767,-0.00288,-0.00498,0.00102,0.00018,-0.00023,0.00256,0.00028,0.00047,0.00062,-0.00382,-0.01467,-0.00322,0.00305,0.74588,0.06320,0.06463,-0.78180,0.51761,-0.32828,1.59345,0.05238,0.01881,-0.99649,-0.00048,-0.54738,0.76134,-0.06473,0.19613,0.89405,-0.39104
2.11105,0,-0.00232,0.00199,-0.00230,0.00117,0.00150,0.01154,-0.00302,0.00025,-0.00059,0.00275,-0.00025,-0.00048,-0.00288,-0.00105,-0.00153,0.00440,0.00055,0.00381,-0.00454,0.75800,0.06178,0.02534,-0.77349,0.50907,-0.34099,1.59132,0.05152,0.01490,-0.99625,-0.00607,-0.55697,0.75666,-0.06320,0.23465,0.87514,-0.41646
2.15287,0,-0.00222,0.00110,-0.00382,-0.00683,0.00265,-0.00140,-0.00251,0.00005,-0.00075,-0.00048,-0.00089,0.00010,-0.00028,-0.00038,-0.00186,-0.00526,-0.00789,-0.00491,-0.01130,0.76221,0.05030,0.01332,-0.78467,0.49256,-0.34911,1.59165,0.04965,0.01369,-0.99609,-0.00703,-0.55858,0.75847,-0.07121,0.20326,0.89188,-0.39918
2.20840,0,-0.00224,0.00084,-0.00134,-0.00385,0.00329,-0.00998,-0.00175,-0.00022,-0.00051,0.00099,-0.00038,-0.00053,-0.00215,-0.00071,0.00037,-0.00181,0.00155,0.00899,-0.02173,0.76553,0.04125,0.03471,-0.79780,0.48952,-0.35728,1.59183,0.04714,0.01410,-0.99596,-0.00681,-0.56665,0.74954,-0.06950,0.22942,0.87860,-0.41618
2.25011,0,0.00100,0.00069,0.00074,0.00188,-0.00446,0.00432,-0.00146,-0.00038,-0.00007,0.00169,-0.00053,0.00040,-0.00276,-0.00068,-0.00006,0.00661,0.00115,-0.00748,-0.02274,0.76842,0.04069,0.03882,-0.79580,0.48951,-0.36225,1.59082,0.04675,0.01256,-0.99578,-0.00147,-0.57411,0.74937,-0.06941,0.22509,0.87842,-0.41783
2.30578,0,-0.00031,0.00087,-0.00078,-0.00204,0.00106,0.00369,-0.00087,-0.00009,-0.00008,-0.00095,-0.00074,0.00036,-0.00056,-0.00046,-0.00054,0.00147,-0.00134,-0.00301,-0.02127,0.77332,0.03935,0.02132,-0.79269,0.47887,-0.36668,1.59120,0.04586,0.01151,-0.99547,0.00009,-0.57919,0.74832,-0.07188,0.20114,0.87988,-0.42490
2.36104,0,0.00013,-0.00044,0.00071,0.00021,-0.00056,-0.00111,-0.00046,-0.00004,-0.00013,-0.00006,-0.00072,0.00004,-0.00043,-0.00036,-0.00077,-0.00202,-0.00179,0.00332,-0.02243,0.77158,0.04096,0.02791,-0.79459,0.48105,-0.36941,1.59107,0.04523,0.01103,-0.99505,-0.00335,-0.57579,0.74879,-0.07269,0.21183,0.88113,-0.41850
2.40267,0,-0.00013,0.00000,0.00053,0.00209,-0.00160,0.00385,-0.00016,0.00014,0.00005,0.00039,-0.00058,-0.00045,0.00023,0.00014,-0.00007,0.00084,0.00036,-0.00305,-0.02257,0.77193,0.04220,0.02296,-0.79081,0.48090,-0.37046,1.59101,0.04510,0.01188,-0.99478,-0.00199,-0.57520,0.74915,-0.07392,0.21065,0.88266,-0.41599
2.45842,0,-0.00005,-0.00017,0.00006,-0.00009,0.00013,-0.00185,0.00033,0.00016,0.00016,-0.00025,0.00005,-0.00009,0.00022,-0.00023,-0.00040,0.00048,0.00015,-0.00011,-0.02303,0.77103,0.04286,0.02361,-0.79096,0.48226,-0.37015,1.59151,0.04526,0.01302,-0.99457,-0.00213,-0.57477,0.74855,-0.07492,0.20966,0.88199,-0.41766
2.50004,0,0.00005,-0.00018,0.00004,0.00006,0.00018,0.00034,0.00041,0.00013,0.00001,-0.00019,0.00023,0.00005,0.00089,-0.00010,-0.00047,0.00009,-0.00075,-0.00162,-0.02356,0.77037,0.04337,0.02475,-0.79026,0.48337,-0.37002,1.59172,0.04534,0.01275,-0.99467,-0.00279,-0.57253,0.74796,-0.07642,0.20579,0.88220,-0.41904
2.55559,0,0.00004,-0.00036,-0.00015,0.00020,0.00015,-0.00087,0.00094,0.00004,0.00014,-0.00022,0.00082,-0.00012,0.00095,0.00015,-0.00039,-0.00045,0.00009,0.00021,-0.02385,0.76887,0.04335,0.02439,-0.78976,0.48509,-0.36534,1.59208,0.04606,0.01227,-0.99494,-0.00296,-0.56854,0.74841,-0.07813,0.20554,0.88323,-0.41710
2.61114,0,0.00076,-0.00054,-0.00143,-0.00074,0.00297,0.00239,0.00146,0.00009,0.00008,0.00002,-0.00002,-0.00012,0.00177,0.00060,-0.00086,-0.00078,0.00055,-0.00142,-0.02252,0.76783,0.04082,0.02034,-0.79233,0.48329,-0.35976,1.59253,0.04660,0.01154,-0.99509,-0.00430,-0.56065,0.75071,-0.08169,0.20009,0.88619,-0.41304
2.65295,0,0.00112,-0.00067,-0.00095,0.00003,0.00029,-0.00162,0.00215,-0.00026,0.00036,-0.00058,0.00065,0.00011,0.00155,0.00045,-0.00070,0.00013,0.00096,-0.00141,-0.02036,0.76661,0.03843,0.02133,-0.79299,0.48427,-0.35391,1.59233,0.04755,0.01091,-0.99524,-0.00477,-0.55696,0.75193,-0.08349,0.19966,0.88645,-0.41210
2.70847,0,0.00163,-0.00017,-0.00230,-0.00209,0.00257,0.00003,0.00278,-0.00024,0.00031,-0.00049,0.00107,0.00012,0.00157,0.00038,-0.00075,-0.00103,0.00037,-0.00119,-0.01495,0.76500,0.03191,0.02082,-0.79660,0.48270,-0.34433,1.59132,0.04836,0.01115,-0.99547,-0.00695,-0.54781,0.75489,-0.08771,0.19367,0.89149,-0.40384
2.75005,0,0.00271,0.00054,-0.00155,-0.00468,-0.00493,-0.00239,0.00293,-0.00053,0.00017,0.00019,0.00104,-0.00078,0.00196,0.00037,-0.00109,-0.00171,0.00121,-0.00276,-0.00697,0.76648,0.02320,0.03340,-0.80477,0.46983,-0.33616,1.58963,0.04897,0.01389,-0.99562,-0.00684,-0.54220,0.75611,-0.09097,0.18918,0.89444,-0.39841
2.80564,1,0.00182,0.00001,-0.00304,-0.00765,0.00744,0.00353,0.00334,-0.00097,0.00059,0.00040,0.00208,-0.00168,0.00073,0.00013,-0.00053,0.00127,0.00476,-0.00260,0.00065,0.75853,0.01966,0.03177,-0.79635,0.49245,-0.32326,1.58657,0.05077,0.01928,-0.99613,-0.00431,-0.53768,0.75726,-0.09400,0.18044,0.89665,-0.39442
2.86100,0,0.00164,-0.00013,-0.00154,-0.00672,0.00134,-0.01972,0.00348,0.00095,0.00029,0.00253,0.00279,-0.00171,0.00017,0.00191,0.00015,0.00179,0.00717,-0.00962,0.00735,0.75735,0.00904,0.06112,-0.81585,0.48122,-0.31014,1.59153,0.05140,0.02425,-0.99666,0.00299,-0.53580,0.76147,-0.09499,0.16064,0.89879,-0.38953
2.90288,0,0.00192,-0.00167,0.00225,0.00937,0.00229,-0.00808,0.00327,-0.00122,0.00055,-0.00164,0.00211,0.00030,0.00067,0.00420,0.00181,0.00089,0.00705,-0.00901,0.01211,0.75515,0.01080,0.09547,-0.81135,0.49885,-0.30048,1.58918,0.05281,0.02680,-0.99707,0.00087,-0.53448,0.77029,-0.09178,0.15037,0.89777,-0.38622
2.95834,0,0.00156,0.00030,-0.00330,-0.00417,0.00657,0.00193,0.00267,0.00022,0.00036,0.00006,0.00161,0.00031,0.00191,0.00266,-0.00089,-0.00884,0.00348,0.00009,0.01975,0.75568,0.00324,0.08322,-0.81794,0.49729,-0.28918,1.58920,0.05441,0.02909,-0.99745,0.00404,-0.52622,0.78322,-0.09258,0.12560,0.90944,-0.36082
3.00013,0,0.00169,-0.00116,-0.00079,-0.00156,0.00184,-0.00832,0.00233,0.00030,0.00001,-0.00126,0.00197,-0.00055,-0.00088,0.00071,0.00134,0.00824,0.00917,-0.01429,0.02474,0.75337,-0.00192,0.09331,-0.82418,0.49456,-0.28174,1.59014,0.05454,0.03005,-0.99777,0.00145,-0.52650,0.78841,-0.09152,0.11956,0.90784,-0.35074
3.05571,0,0.00193,-0.00041,-0.00013,0.00040,-0.00035,-0.00293,0.00152,-0.00004,0.00019,0.00157,0.00095,0.00047,0.00095,0.00367,0.00013,-0.01282,0.00658,0.00376,0.03149,0.75067,-0.00343,0.11100,-0.82375,0.49922,-0.27437,1.58999,0.05540,0.02787,-0.99806,0.00357,-0.52135,0.79752,-0.08901,0.10789,0.91186,-0.33524
3.11135,0,0.00116,-0.00032,-0.00048,0.00112,-0.00111,-0.00441,0.00103,0.00041,0.00005,0.00017,0.00094,0.00049,-0.00037,-0.00002,0.00149,0.00978,0.00294,-0.00421,0.03820,0.75000,-0.00521,0.11966,-0.82058,0.50246,-0.26970,1.59093,0.05582,0.02644,-0.99825,0.00659,-0.52337,0.80610,-0.08519,0.11947,0.90810,-0.32121
3.15312,0,0.00015,-0.00025,-0.00101,-0.00118,0.00073,-0.00299,0.00041,0.00004,-0.00008,0.00001,0.00081,0.00019,0.00041,0.00179,0.00097,-0.00458,0.00406,0.00301,0.04001,0.74892,-0.00744,0.12836,-0.81899,0.50488,-0.26793,1.59064,0.05572,0.02598,-0.99842,0.00622,-0.52333,0.80986,-0.08189,0.11995,0.90802,-0.31252
3.20841,0,-0.00092,0.00013,-0.00147,-0.00134,0.00133,0.00110,-0.00019,-0.00015,-0.00015,0.00003,0.00109,0.00017,0.00029,0.00095,0.00045,-0.00863,-0.00300,-0.00126,0.03735,0.74962,-0.01312,0.12969,-0.82434,0.49956,-0.26810,1.59005,0.05528,0.02551,-0.99862,0.00720,-0.52052,0.81160,-0.07968,0.12402,0.91328,-0.30805
3.25028,0,-0.00074,0.00009,-0.00041,0.00006,-0.00034,0.00093,0.00103,-0.00007,0.00007,0.00000,0.00073,-0.00030,-0.00060,-0.00023,0.00072,0.00067,0.00168,0.00125,0.03520,0.74963,-0.01439,0.12629,-0.82457,0.49882,-0.26799,1.58996,0.05468,0.02526,-0.99870,0.00701,-0.52225,0.80814,-0.07915,0.13064,0.90889,-0.31970
3.30561,0,-0.00128,0.00035,-0.00122,-0.00040,0.00052,0.00194,-0.00138,0.00012,-0.00066,0.00068,-0.00019,0.00003,-0.00169,-0.00156,0.00195,0.00543,-0.00522,-0.00364,0.03117,0.75105,-0.01859,0.12179,-0.82701,0.49471,-0.27387,1.58967,0.05258,0.02545,-0.99872,0.00779,-0.52686,0.80370,-0.07337,0.11496,0.90767,-0.33388
3.36116,0,-0.00269,0.00039,-0.00087,-0.00109,0.00052,0.00121,-0.00185,-0.00005,-0.00062,-0.00016,-0.00034,-0.00004,-0.00137,-0.00065,-0.00017,-0.00160,-0.00186,-0.00116,0.02221,0.75240,-0.02232,0.11683,-0.82938,0.49193,-0.28033,1.58916,0.05035,0.02532,-0.99868,0.00769,-0.53120,0.79957,-0.07213,0.12996,0.90721,-0.33751
3.40310,0,-0.00250,-0.00002,-0.00032,0.00008,-0.00023,0.00205,-0.00235,-0.00002,-0.00092,-0.00038,-0.00135,0.00050,-0.00235,-0.00263,0.00017,0.00516,0.00140,0.00630,0.01553,0.75252,-0.02380,0.11261,-0.83003,0.48999,-0.28673,1.58891,0.04807,0.02548,-0.99856,0.00630,-0.53581,0.79472,-0.07212,0.13478,0.90536,-0.34317
3.45819,0,-0.00233,-0.00024,-0.00013,0.00020,0.00001,0.00064,-0.00277,-0.00054,-0.00074,-0.00025,-0.00150,-0.00083,-0.00121,-0.00131,-0.00088,-0.00423,-0.00341,0.00346,0.00677,0.75160,-0.02326,0.10991,-0.82924,0.49167,-0.29715,1.58737,0.04479,0.02760,-0.99827,0.00519,-0.54326,0.78864,-0.07391,0.15827,0.90288,-0.34390
3.50026,0,-0.00266,-0.00050,0.00052,0.00053,-0.00231,0.00036,-0.00343,-0.00070,-0.00100,-0.00002,-0.00200,-0.00001,-0.00187,-0.00217,-0.00045,0.00091,-0.00341,0.00318,-0.00036,0.75066,-0.02272,0.11000,-0.82852,0.49097,-0.30685,1.58542,0.04201,0.02795,-0.99793,0.00487,-0.54813,0.78200,-0.07558,0.16282,0.90265,-0.34988
3.55573,0,-0.00186,-0.00013,0.00056,0.00011,-0.00195,0.00423,-0.00348,0.00252,-0.00145,0.00340,-0.00121,-0.00005,-0.00229,-0.00345,0.00001,0.00469,-0.00279,0.01278,-0.01175,0.74844,-0.02070,0.10093,-0.82662,0.48914,-0.32111,1.59043,0.03735,0.02661,-0.99758,0.00889,-0.55677,0.77168,-0.07710,0.17738,0.89896,-0.36265
3.61112,2,-0.00162,0.00151,0.00370,0.00650,-0.00651,0.00465,-0.00346,-0.00182,-0.00030,-0.00138,-0.00031,0.00120,-0.00175,-0.00201,0.00271,0.00494,-0.00868,0.02164,-0.01851,0.75164,-0.00868,0.09950,-0.81116,0.50185,-0.33590,1.58823,0.03387,0.02282,-0.99735,0.00791,-0.56535,0.75772,-0.06752,0.24142,0.87085,-0.40969
3.65257,0,-0.00224,0.00138,0.00015,-0.00028,0.00040,0.01196,-0.00362,0.00009,-0.00084,0.00094,-0.00104,0.00060,-0.00161,-0.00020,-0.00089,-0.00412,-0.00747,-0.00187,-0.02525,0.75603,-0.00605,0.07059,-0.81136,0.49533,-0.34651,1.58810,0.03181,0.01904,-0.99726,0.01014,-0.56923,0.76191,-0.07031,0.22563,0.89078,-0.38253
3.70819,0,-0.00265,0.00042,0.00103,-0.00021,-0.00024,-0.00267,-0.00278,0.00028,-0.00089,-0.00169,-0.00171,-0.00058,-0.00184,-0.00239,0.00054,-0.00314,-0.00539,0.01590,-0.03356,0.75857,-0.00414,0.05874,-0.81136,0.48875,-0.35865,1.58990,0.02836,0.02076,-0.99684,0.00680,-0.57639,0.75820,-0.07327,0.24447,0.89674,-0.36334
3.76372,0,-0.00134,0.00097,0.00200,0.00142,-0.00128,0.00083,-0.00215,-0.00037,-0.00041,0.00106,-0.00155,-0.00011,-0.00215,-0.00326,0.00231,0.00732,-0.01014,0.00228,-0.04268,0.76217,0.00204,0.06482,-0.81382,0.48820,-0.36798,1.58911,0.02615,0.02302,-0.99621,0.00853,-0.58716,0.73985,-0.06247,0.26410,0.87091,-0.41322
3.80483,0,-0.00011,0.00077,0.00175,0.00304,-0.00273,0.00647,-0.00166,0.00024,-0.00035,0.00175,-0.00142,-0.00140,-0.00468,-0.00023,-0.00040,0.00017,0.00908,-0.00413,-0.04337,0.76490,0.00740,0.05561,-0.80733,0.48929,-0.37324,1.58861,0.02546,0.02633,-0.99566,0.01499,-0.59728,0.73571,-0.06033,0.25702,0.86953,-0.42001
3.86049,0,0.00100,-0.00121,-0.00135,-0.00122,0.00240,-0.00755,-0.00089,-0.00003,-0.00010,-0.00061,-0.00112,-0.00038,-0.00138,-0.00079,-0.00027,0.00218,-0.00129,-0.00246,-0.04523,0.76585,0.00956,0.05645,-0.81205,0.48592,-0.37800,1.58854,0.02451,0.03055,-0.99511,0.01492,-0.61071,0.73086,-0.06169,0.26524,0.86052,-0.43045
3.90202,0,-0.00018,-0.00027,0.00193,0.00095,-0.00056,-0.00073,-0.00015,-0.00010,0.00032,0.00060,-0.00032,0.00020,0.00079,0.00012,-0.00078,0.00225,-0.00152,-0.00469,-0.04550,0.76496,0.01223,0.06117,-0.81157,0.48834,-0.37981,1.58829,0.02457,0.03116,-0.99485,0.01507,-0.61164,0.73004,-0.06275,0.25132,0.86177,-0.43617
3.95740,0,0.00131,-0.00084,0.00250,0.00298,-0.00317,0.00132,0.00004,0.00014,0.00026,0.00058,-0.00019,0.00004,0.00196,0.00132,-0.00023,-0.00376,0.00042,0.00018,-0.04281,0.76257,0.02551,0.06003,-0.80141,0.49594,-0.38100,1.58801,0.02535,0.03211,-0.99455,0.01757,-0.60581,0.73382,-0.06485,0.25252,0.86574,-0.42767
4.01334,0,0.00032,-0.00046,0.00008,0.00102,0.00027,-0.00031,0.00024,0.00009,0.00041,-0.00012,0.00012,0.00037,0.00167,0.00039,-0.00070,-0.00103,-0.00034,-0.00167,-0.03963,0.76017,0.02893,0.06261,-0.79759,0.50029,-0.38012,1.58832,0.02694,0.03139,-0.99469,0.01572,-0.60121,0.73539,-0.06875,0.24502,0.87021,-0.42277
4.05478,0,0.00034,-0.00007,-0.00106,-0.00152,0.00064,-0.00106,0.00090,0.00020,0.00060,-0.00077,0.00141,-0.00028,0.00389,0.00097,-0.00108,-0.00456,-0.00125,-0.00204,-0.03844,0.75877,0.02805,0.06610,-0.79678,0.50275,-0.37807,1.58845,0.02874,0.03081,-0.99498,0.01338,-0.59211,0.73758,-0.07153,0.23843,0.87564,-0.41561
4.11063,0,0.00040,-0.00011,-0.00069,-0.00027,0.00070,-0.00077,0.00176,-0.00016,0.00094,-0.00095,0.00156,-0.00019,0.00364,0.00057,-0.00002,-0.00298,-0.00037,-0.00042,-0.03771,0.75877,0.02550,0.06674,-0.79884,0.50148,-0.37322,1.58846,0.03160,0.03172,-0.99540,0.00947,-0.58209,0.73880,-0.07209,0.24178,0.87784,-0.40936
4.15254,0,0.00107,-0.00003,-0.00296,-0.00321,0.00299,-0.00118,0.00199,-0.00036,0.00090,-0.00013,0.00147,-0.00057,0.00221,0.00026,0.00021,-0.00038,0.00113,-0.00232,-0.03522,0.75832,0.01983,0.06824,-0.80317,0.49835,-0.36833,1.58762,0.03404,0.03239,-0.99563,0.00857,-0.57830,0.73886,-0.07124,0.24161,0.87763,-0.40946
4.20767,0,0.00061,0.00041,-0.00335,-0.00456,0.00304,-0.00089,0.00251,-0.00061,0.00102,-0.00023,0.00095,-0.00077,0.00115,0.00020,0.00043,0.00038,0.00568,-0.00120,-0.03212,0.75954,0.00553,0.06962,-0.81606,0.48590,-0.35901,1.58549,0.03824,0.03393,-0.99600,0.00769,-0.56863,0.74048,-0.06989,0.23658,0.88106,-0.40274
4.26336,0,0.00157,-0.00186,-0.00079,0.00702,-0.00265,-0.00504,0.00265,0.00145,0.00102,0.00066,0.00053,-0.00024,0.00174,0.00141,0.00006,-0.00253,0.00199,-0.00395,-0.02850,0.75869,-0.00477,0.08802,-0.81881,0.48447,-0.34773,1.58451,0.04328,0.03672,-0.99622,0.00798,-0.56192,0.74455,-0.06920,0.23179,0.88587,-0.39255
