uptime,step,dPosLHX,dPosLHY,dPosLHZ,dRotLHX,dRotLHY,dRotLHZ,dPosHeadX,dPosHeadY,dPosHeadZ,dRotHeadX,dRotHeadY,dRotHeadZ,dPosRHX,dPosRHY,dPosRHZ,dRotRHX,dRotRHY,dRotRHZ,cPosLHX,cPosLHY,cPosLHZ,cRotLHX,cRotLHY,cRotLHZ,cPosHeadX,cPosHeadY,cPosHeadZ,cRotHeadX,cRotHeadY,cRotHeadZ,cPosRHX,cPosRHY,cPosRHZ,cRotRHX,cRotRHY,cRotRHZ
1.51577,0,0.00189,-0.00487,0.00178,0.00127,-0.00259,-0.00791,-0.00025,-0.00002,0.00006,-0.00016,-0.00102,-0.00079,0.00004,0.00016,-0.00064,-0.00096,-0.00040,0.00153,0.50302,1.02886,0.55470,-0.03452,-0.97880,0.20058,0.33048,1.56979,0.76355,0.00486,0.99801,0.04856,0.06835,0.72351,0.74958,0.23712,0.82241,-0.48738
1.55679,0,0.00622,-0.00891,0.00334,0.00182,-0.01613,-0.01102,-0.00046,0.00003,0.00009,-0.00001,-0.00190,0.00015,-0.00002,0.00034,-0.00093,-0.00069,-0.00046,0.00034,0.51179,1.01419,0.55997,-0.00560,-0.97758,0.20650,0.32961,1.56979,0.76375,0.00514,0.99812,0.04826,0.06846,0.72423,0.74762,0.23875,0.82345,-0.48575
1.61293,0,-0.00054,-0.00067,0.00040,0.00402,0.00247,0.00092,-0.00011,-0.00001,0.00002,0.00085,-0.00009,-0.00028,-0.00009,0.00033,-0.00063,-0.00043,-0.00005,0.00006,0.52315,0.99509,0.56823,-0.02758,-0.97100,0.23018,0.32832,1.56978,0.76398,0.00515,0.99827,0.04815,0.06856,0.72603,0.74427,0.23588,0.82647,-0.48256
1.65169,0,0.00280,-0.00462,0.00213,0.00144,-0.00990,-0.01154,-0.00055,0.00004,0.00006,0.00040,-0.00144,0.00002,0.00005,0.00085,-0.00143,-0.00192,-0.00070,-0.00050,0.52824,0.98549,0.57249,-0.00437,-0.96907,0.23670,0.32738,1.56989,0.76404,0.00461,0.99837,0.04776,0.06856,0.72751,0.74174,0.23576,0.82829,-0.48000
1.70228,0,0.00202,-0.00437,0.00243,0.00767,-0.00097,0.01015,-0.00039,-0.00006,0.00010,0.00037,-0.00191,0.00046,0.00002,0.00064,-0.00120,-0.00161,-0.00027,0.00065,0.54175,0.96258,0.58383,-0.01591,-0.95952,0.26338,0.32567,1.56970,0.76443,0.00473,0.99863,0.04669,0.06890,0.72997,0.73718,0.23610,0.83139,-0.47588
1.75500,0,0.00120,-0.00297,0.00258,0.00203,-0.00428,-0.00443,-0.00059,-0.00011,0.00018,0.00025,-0.00201,-0.00020,-0.00003,0.00066,-0.00128,-0.00106,-0.00092,-0.00143,0.54720,0.94731,0.59406,-0.02911,-0.95178,0.28597,0.32360,1.56950,0.76504,0.00356,0.99887,0.04486,0.06917,0.73309,0.73136,0.23430,0.83622,-0.46935
1.80070,0,0.00149,-0.00324,0.00238,0.00414,-0.00497,-0.00082,-0.00069,-0.00028,0.00028,-0.00013,-0.00168,-0.00089,-0.00006,0.00027,-0.00091,-0.00042,-0.00050,-0.00031,0.55149,0.93829,0.60113,-0.01152,-0.94818,0.29375,0.32176,1.56909,0.76577,0.00176,0.99898,0.04389,0.06900,0.73434,0.72781,0.23200,0.83791,-0.46800
1.85564,0,0.00166,-0.00459,0.00428,0.00600,-0.00506,-0.00086,-0.00192,-0.00077,0.00121,-0.00013,-0.00343,-0.00097,0.00013,0.00041,-0.00139,-0.00126,-0.00131,-0.00003,0.55412,0.92922,0.60976,-0.01782,-0.94210,0.30922,0.31819,1.56842,0.76769,0.00072,0.99903,0.04392,0.06897,0.73677,0.72143,0.22953,0.84222,-0.46276
1.91770,0,0.00054,-0.00036,0.00126,0.00300,-0.00331,0.00564,-0.00145,0.00037,0.00048,0.00010,-0.00098,-0.00036,0.00022,0.00117,-0.00298,-0.00376,-0.00284,0.00023,0.55658,0.92643,0.61583,-0.00870,-0.93965,0.31099,0.31397,1.56965,0.76891,-0.00054,0.99900,0.04474,0.06947,0.73951,0.71389,0.22771,0.84716,-0.45717
1.95290,0,-0.00034,-0.00095,0.00114,0.00172,-0.00067,0.00019,-0.00131,0.00011,0.00048,-0.00051,-0.00130,0.00003,-0.00016,0.00069,-0.00170,-0.00286,-0.00118,0.00050,0.55613,0.92460,0.61824,-0.01380,-0.93792,0.31513,0.31143,1.56974,0.76986,-0.00032,0.99895,0.04567,0.06926,0.74098,0.71023,0.22927,0.84963,-0.45307
2.00846,0,-0.00036,-0.00039,0.00093,0.00064,-0.00086,0.00262,-0.00113,0.00014,0.00056,-0.00067,-0.00083,-0.00008,-0.00050,0.00043,-0.00140,-0.00203,-0.00116,0.00001,0.55657,0.92157,0.62289,-0.01137,-0.93500,0.31846,0.30633,1.56995,0.77179,-0.00120,0.99881,0.04820,0.06824,0.74286,0.70449,0.22849,0.85357,-0.44789
2.06463,0,-0.00048,-0.00133,0.00124,0.00279,-0.00220,0.00088,-0.00154,-0.00020,0.00050,0.00034,-0.00118,-0.00001,-0.00084,0.00034,-0.00121,-0.00133,-0.00103,0.00002,0.55454,0.91684,0.62851,-0.01745,-0.93114,0.32559,0.29915,1.56967,0.77414,-0.00259,0.99869,0.04924,0.06565,0.74420,0.69984,0.22918,0.85618,-0.44397
2.10019,0,-0.00069,-0.00158,0.00149,0.00203,-0.00237,-0.00037,-0.00165,-0.00006,0.00045,-0.00043,-0.00130,-0.00028,-0.00080,0.00012,-0.00071,-0.00069,-0.00026,0.00045,0.55274,0.91239,0.63273,-0.01490,-0.92789,0.33188,0.29454,1.56948,0.77563,-0.00320,0.99862,0.04957,0.06351,0.74447,0.69772,0.22983,0.85685,-0.44306
2.15476,0,-0.00087,-0.00220,0.00162,0.00154,-0.00155,-0.00360,-0.00156,-0.00013,0.00041,-0.00032,-0.00121,-0.00012,-0.00077,-0.00006,-0.00042,-0.00007,-0.00062,-0.00062,0.54861,0.90396,0.63933,-0.00155,-0.92508,0.33968,0.28806,1.56922,0.77718,-0.00385,0.99846,0.05083,0.05978,0.74455,0.69521,0.22931,0.85749,-0.44256
2.20665,0,-0.00062,-0.00486,0.00381,0.00664,-0.00574,0.00193,-0.00322,-0.00059,0.00063,0.00030,-0.00238,-0.00055,-0.00133,-0.00005,-0.00056,0.00046,-0.00029,-0.00025,0.54779,0.89412,0.64577,-0.00069,-0.91825,0.35270,0.28363,1.56806,0.77813,-0.00324,0.99840,0.05075,0.05554,0.74484,0.69255,0.22543,0.85901,-0.44185
2.25357,0,-0.00125,-0.00386,0.00359,0.00437,-0.00300,0.00098,-0.00307,-0.00069,0.00035,-0.00017,-0.00210,0.00014,-0.00089,0.00033,-0.00094,-0.00186,-0.00128,0.00116,0.54572,0.88653,0.65333,-0.00519,-0.91389,0.35923,0.27764,1.56646,0.77906,-0.00208,0.99830,0.05081,0.05142,0.74558,0.68945,0.22811,0.86059,-0.43897
2.30036,0,0.00004,0.00012,0.00015,0.00106,-0.00021,0.00252,0.00005,-0.00032,-0.00017,0.00078,-0.00024,-0.00008,-0.00053,0.00070,-0.00103,-0.00342,-0.00281,-0.00131,0.54426,0.88278,0.65731,-0.01112,-0.91065,0.36492,0.27494,1.56487,0.77935,-0.00215,0.99828,0.05027,0.04864,0.74787,0.68532,0.22735,0.86646,-0.43027
2.36555,0,-0.00127,-0.00245,0.00326,0.00337,-0.00217,0.00470,-0.00199,0.00054,0.00012,0.00295,-0.00208,-0.00091,-0.00082,-0.00015,-0.00097,-0.00217,-0.00251,0.00161,0.54205,0.87598,0.66611,-0.02198,-0.90445,0.37208,0.26920,1.56351,0.77968,-0.00317,0.99833,0.04522,0.04648,0.74836,0.68219,0.22787,0.86973,-0.42553
2.40915,0,-0.00090,-0.00169,0.00304,0.00370,-0.00366,0.00401,-0.00164,0.00003,0.00034,0.00159,-0.00167,-0.00071,-0.00058,-0.00031,0.00011,0.00108,0.00067,0.00176,0.54018,0.87413,0.67041,-0.02726,-0.90251,0.37383,0.26664,1.56343,0.78033,-0.00497,0.99832,0.04294,0.04534,0.74766,0.68191,0.23045,0.86876,-0.42643
2.46291,0,-0.00051,-0.00006,0.00113,0.00071,-0.00027,-0.00002,-0.00047,-0.00003,0.00013,0.00071,-0.00051,0.00082,-0.00008,0.00032,-0.00013,0.00066,-0.00041,-0.00085,0.53824,0.87214,0.67593,-0.03245,-0.89829,0.38025,0.26396,1.56356,0.78075,-0.00426,0.99831,0.03987,0.04439,0.74811,0.68191,0.23033,0.86772,-0.42856
2.50505,0,-0.00009,-0.00009,0.00022,-0.00043,-0.00042,-0.00298,-0.00041,-0.00015,0.00026,0.00010,-0.00115,0.00093,0.00066,0.00085,-0.00067,-0.00133,-0.00417,0.00046,0.53732,0.87241,0.67697,-0.02553,-0.89942,0.37996,0.26189,1.56330,0.78133,-0.00129,0.99817,0.03929,0.04484,0.75033,0.68017,0.22651,0.86956,-0.42867
2.55061,0,0.00028,-0.00055,0.00048,0.00127,-0.00042,0.00111,-0.00002,-0.00026,0.00026,0.00036,-0.00097,0.00068,0.00118,0.00071,-0.00066,-0.00355,-0.00245,0.00346,0.53758,0.87037,0.67992,-0.02205,-0.89751,0.38302,0.26142,1.56270,0.78169,0.00165,0.99804,0.03881,0.04887,0.75306,0.67779,0.23194,0.87252,-0.42300
2.60635,0,0.00097,-0.00096,0.00076,0.00115,-0.00257,-0.00047,-0.00019,-0.00050,0.00036,0.00083,-0.00176,0.00077,0.00037,-0.00095,-0.00014,0.00164,-0.00149,0.00076,0.53971,0.86741,0.68251,-0.02440,-0.89442,0.38679,0.26096,1.56209,0.78229,0.00392,0.99788,0.03659,0.05112,0.75166,0.67694,0.23204,0.87216,-0.42507
2.66168,0,0.00060,-0.00029,-0.00008,0.00007,0.00003,0.00194,0.00029,0.00002,0.00010,0.00067,-0.00057,-0.00055,0.00028,-0.00070,-0.00011,0.00224,-0.00165,-0.00212,0.54283,0.86522,0.68384,-0.02450,-0.89180,0.38894,0.26100,1.56214,0.78247,0.00365,0.99774,0.03460,0.05242,0.74868,0.67664,0.22898,0.86931,-0.43323
2.70394,0,0.00098,-0.00110,0.00031,0.00238,-0.00140,-0.00156,0.00054,-0.00006,0.00014,0.00038,-0.00066,-0.00032,0.00006,-0.00003,-0.00031,0.00086,0.00097,-0.00257,0.54491,0.86309,0.68455,-0.02529,-0.88944,0.39306,0.26197,1.56196,0.78283,0.00394,0.99766,0.03297,0.05202,0.74875,0.67621,0.22505,0.86974,-0.43349
2.76521,0,0.00015,0.00038,-0.00021,-0.00070,0.00129,0.00000,0.00153,0.00016,0.00017,0.00131,-0.00091,0.00018,0.00268,-0.00041,0.00021,0.00227,-0.00520,-0.00383,0.54685,0.86285,0.68423,-0.01929,-0.89004,0.39273,0.26593,1.56191,0.78338,0.00480,0.99756,0.03031,0.05709,0.74703,0.67606,0.21159,0.86833,-0.44311
2.80059,0,0.00093,0.00004,-0.00003,-0.00065,-0.00008,-0.00048,0.00106,-0.00001,0.00010,0.00066,-0.00080,-0.00004,0.00238,0.00028,0.00016,-0.00263,-0.00295,0.00081,0.54816,0.86304,0.68409,-0.01875,-0.89064,0.39175,0.26795,1.56153,0.78362,0.00443,0.99750,0.02982,0.06228,0.74707,0.67656,0.20838,0.86972,-0.44302
2.85622,0,0.00065,0.00015,0.00000,-0.00022,0.00018,0.00064,0.00171,0.00061,0.00011,0.00214,-0.00006,-0.00021,0.00203,-0.00028,0.00047,0.00061,-0.00299,-0.00042,0.55220,0.86373,0.68404,-0.01513,-0.89166,0.38964,0.27351,1.56214,0.78410,0.00467,0.99752,0.02610,0.07009,0.74641,0.67815,0.20401,0.86974,-0.44621
2.90825,0,0.00077,0.00003,0.00004,-0.00042,-0.00023,0.00013,0.00312,-0.00005,0.00017,0.00028,-0.00129,0.00047,0.00029,0.00002,0.00006,-0.00014,0.00072,0.00055,0.55768,0.86430,0.68442,-0.02064,-0.89176,0.38762,0.28167,1.56161,0.78488,0.00622,0.99730,0.02757,0.07373,0.74583,0.67917,0.20816,0.86819,-0.44746
2.95955,0,0.00282,-0.00063,0.00024,0.00042,0.00120,0.00374,0.00425,0.00011,0.00025,0.00073,-0.00081,0.00066,0.00125,-0.00011,0.00020,0.00085,0.00072,-0.00011,0.56424,0.86355,0.68477,-0.02604,-0.89250,0.38459,0.28869,1.56172,0.78541,0.00812,0.99725,0.02688,0.07631,0.74570,0.67956,0.20982,0.86747,-0.44790
3.00464,0,0.00249,-0.00093,0.00014,0.00185,0.00162,0.00309,0.00468,0.00000,0.00042,0.00046,-0.00086,0.00057,0.00107,-0.00006,0.00021,0.00090,0.00036,-0.00062,0.57216,0.86115,0.68519,-0.04223,-0.89224,0.38425,0.29822,1.56152,0.78625,0.00944,0.99712,0.02662,0.08085,0.74533,0.68052,0.20856,0.86604,-0.45089
3.05733,0,0.00177,-0.00045,-0.00010,-0.00053,-0.00016,-0.00201,0.00577,-0.00035,0.00047,-0.00013,0.00001,-0.00065,0.00253,-0.00018,0.00046,0.00236,0.00159,-0.00320,0.57454,0.86135,0.68460,-0.03131,-0.89406,0.38149,0.30748,1.56090,0.78698,0.00857,0.99715,0.02694,0.08719,0.74526,0.68148,0.20364,0.86517,-0.45370
3.11342,0,0.00607,-0.00176,-0.00035,0.00154,0.00228,0.00604,0.00680,-0.00057,0.00089,-0.00020,0.00149,-0.00079,0.00236,-0.00024,0.00060,0.00224,0.00349,-0.00190,0.58891,0.85727,0.68412,-0.04587,-0.89357,0.38147,0.32118,1.55996,0.78878,0.00747,0.99731,0.02703,0.09358,0.74430,0.68322,0.20145,0.86233,-0.45846
3.15767,0,0.00597,-0.00074,-0.00063,-0.00413,-0.00458,-0.00344,0.00721,-0.00112,0.00098,-0.00047,0.00136,-0.00046,0.00311,0.00029,0.00032,0.00081,0.00300,-0.00642,0.60207,0.85784,0.68168,-0.03747,-0.89946,0.36392,0.33602,1.55771,0.79085,0.00663,0.99750,0.02830,0.10054,0.74519,0.68388,0.19343,0.86392,-0.45662
3.21059,1,0.00728,-0.00631,0.00135,0.01532,-0.00595,0.00245,0.00821,-0.00118,0.00142,-0.00039,0.00219,-0.00036,0.00425,0.00040,0.00021,0.00036,0.00209,-0.01128,0.61405,0.84303,0.68462,-0.03477,-0.88009,0.40484,0.34908,1.55513,0.79338,0.00625,0.99771,0.03061,0.10728,0.74641,0.68382,0.17570,0.86799,-0.45303
3.26089,0,0.00648,-0.00428,0.00044,0.00066,-0.00069,-0.00764,0.00830,0.00451,-0.00058,-0.00228,0.00080,0.00150,0.00318,0.00202,0.00291,0.00510,0.00719,-0.01033,0.62698,0.83575,0.68337,-0.04178,-0.88568,0.39746,0.36606,1.56624,0.79368,0.00627,0.99813,0.02307,0.11444,0.74949,0.68842,0.16000,0.86637,-0.45573
3.30235,0,0.00058,-0.00032,0.00094,0.00288,0.00454,0.00355,0.00378,0.00028,0.00057,-0.00282,-0.00032,0.00022,0.00286,0.00401,0.00200,-0.00249,0.00056,-0.00656,0.63591,0.83230,0.68724,-0.03536,-0.88459,0.39849,0.37869,1.56332,0.79679,0.00776,0.99812,0.02303,0.12059,0.75927,0.69565,0.14965,0.86739,-0.45259
3.35501,0,0.00159,-0.00163,0.00126,-0.00072,-0.00827,-0.02567,0.00393,0.00042,0.00065,-0.00014,0.00194,-0.00181,0.00142,0.00233,0.00039,-0.00558,0.00612,-0.00224,0.63820,0.82547,0.69257,-0.02819,-0.87775,0.42580,0.38991,1.56646,0.79932,-0.00106,0.99849,0.01717,0.12982,0.76998,0.69579,0.13922,0.88026,-0.42964
3.40787,0,-0.00057,-0.00324,0.00194,0.00320,0.01082,0.00285,0.00300,-0.00065,0.00090,-0.00212,0.00214,-0.00064,0.00233,-0.00002,0.00110,0.00009,-0.00267,0.00113,0.64058,0.81794,0.69763,-0.00698,-0.88411,0.42626,0.40369,1.56630,0.80215,-0.00562,0.99870,0.02254,0.13650,0.77239,0.70128,0.14134,0.87755,-0.43153
3.45066,0,0.00099,-0.00390,0.00216,0.00405,0.00123,-0.00714,0.00283,0.00034,0.00042,-0.00061,0.00241,-0.00051,0.00055,0.00129,-0.00005,-0.00129,0.00359,-0.00677,0.64423,0.80207,0.70707,-0.01050,-0.87444,0.45164,0.41559,1.56568,0.80471,-0.00787,0.99893,0.02488,0.14105,0.77710,0.70223,0.12487,0.88118,-0.42278
3.50313,0,0.00204,-0.00585,0.00354,0.00721,-0.00185,-0.00206,0.00188,0.00053,-0.00004,-0.00010,0.00132,0.00160,-0.00167,0.00006,0.00176,0.00759,0.01148,-0.00810,0.64926,0.78198,0.71777,0.01228,-0.86741,0.47008,0.42394,1.56730,0.80531,-0.00897,0.99913,0.02691,0.13333,0.78103,0.70520,0.11569,0.87173,-0.41703
3.55399,0,0.00390,-0.00984,0.00709,0.01518,-0.00411,-0.00370,0.00320,0.00040,0.00054,0.00327,0.00176,0.00229,0.00185,0.00226,0.00267,0.00207,0.00357,-0.00747,0.65767,0.76400,0.73126,0.00693,-0.84873,0.49732,0.42783,1.56777,0.80582,-0.00131,0.99933,0.02152,0.13638,0.78351,0.71089,0.09725,0.86920,-0.42245
3.60110,0,0.00384,-0.00908,0.00698,0.00946,-0.00552,-0.01463,0.00226,-0.00018,0.00058,0.00262,0.00193,0.00054,0.00066,0.00357,0.00160,-0.00594,0.00999,0.00100,0.66534,0.74630,0.74541,0.03699,-0.83818,0.51521,0.43160,1.56695,0.80697,0.00011,0.99954,0.01402,0.13798,0.79245,0.71371,0.12276,0.87158,-0.40414
3.65042,0,0.00214,-0.00358,0.00369,0.00120,-0.00016,0.00132,0.00009,0.00012,-0.00006,-0.00080,0.00089,-0.00102,-0.00076,0.00065,0.00050,0.00190,0.00061,-0.00865,0.67131,0.73396,0.75659,0.04975,-0.83273,0.52374,0.43266,1.56660,0.80724,-0.00333,0.99962,0.01382,0.13745,0.79682,0.71457,0.10611,0.87571,-0.39476
3.71162,0,0.00135,-0.00234,0.00412,0.00592,0.00066,0.00693,-0.00025,-0.00013,-0.00003,0.00050,0.00065,-0.00059,-0.00048,0.00022,0.00068,0.00210,0.00111,-0.00150,0.68207,0.71742,0.77694,0.02379,-0.81724,0.54168,0.43336,1.56561,0.80766,-0.00637,0.99971,0.01255,0.13217,0.80232,0.71767,0.10495,0.87291,-0.38195
3.75397,0,-0.00166,-0.00084,0.00305,-0.00171,0.00197,-0.01858,-0.00047,-0.00033,-0.00017,-0.00007,0.00012,-0.00078,-0.00035,-0.00023,0.00055,0.00278,-0.00002,-0.00098,0.67848,0.71352,0.78710,0.04203,-0.81665,0.54990,0.43276,1.56527,0.80702,-0.00763,0.99972,0.01238,0.13194,0.80202,0.71925,0.09462,0.87193,-0.38714
3.80343,0,-0.00162,0.00038,0.00274,-0.00124,0.00449,-0.00842,-0.00070,-0.00022,-0.00014,0.00102,0.00048,-0.00059,-0.00058,0.00190,-0.00058,-0.00583,0.00006,-0.00212,0.67222,0.71752,0.79136,0.07124,-0.82346,0.54531,0.43195,1.56476,0.80696,-0.00865,0.99975,0.00965,0.13006,0.80547,0.71804,0.10011,0.87540,-0.37620
3.85751,0,-0.00086,0.00168,0.00230,-0.00180,-0.00063,-0.00777,-0.00143,-0.00019,-0.00005,-0.00034,0.00011,-0.00049,0.00017,0.00000,-0.00073,-0.00116,-0.00323,0.00354,0.66718,0.72137,0.80490,0.08118,-0.82260,0.55042,0.42624,1.56405,0.80602,-0.01016,0.99977,0.00714,0.13016,0.80837,0.71520,0.09458,0.88305,-0.36974
3.91033,0,-0.00198,0.00276,0.00142,-0.00375,0.00347,0.00210,-0.00251,-0.00058,0.00028,0.00047,0.00088,-0.00046,-0.00008,-0.00072,-0.00021,0.00333,-0.00810,-0.00382,0.66295,0.72872,0.81297,0.09348,-0.82457,0.54694,0.41904,1.56307,0.80615,-0.01337,0.99978,0.00575,0.12905,0.81052,0.71252,0.09056,0.89159,-0.36144
3.95228,0,-0.00184,0.00209,0.00132,0.00087,0.00303,0.00628,-0.00257,0.00006,0.00001,-0.00108,0.00185,-0.00088,0.00083,-0.00275,0.00061,0.00910,-0.01125,-0.00179,0.65808,0.73480,0.81460,0.06877,-0.83032,0.54183,0.41356,1.56331,0.80626,-0.01571,0.99980,0.00610,0.13020,0.80679,0.71428,0.06132,0.89277,-0.37496
4.00648,0,0.00057,0.00084,-0.00080,-0.00217,-0.00272,0.00365,-0.00294,-0.00040,-0.00010,0.00011,0.00126,-0.00040,-0.00067,-0.00009,-0.00035,-0.00762,0.00306,0.01512,0.65419,0.74165,0.82040,0.07423,-0.83227,0.53828,0.40065,1.56211,0.80588,-0.02002,0.99975,0.00905,0.12927,0.80510,0.71332,0.10814,0.89617,-0.36877
4.06216,2,0.00018,0.00188,0.00099,0.00421,-0.00087,0.01906,-0.00329,-0.00131,0.00028,0.00007,-0.00044,0.00138,-0.00118,-0.00299,0.00078,0.00603,-0.00378,-0.00405,0.65458,0.75234,0.82408,0.03296,-0.83440,0.53045,0.38852,1.55851,0.80667,-0.01812,0.99979,0.00885,0.12496,0.79349,0.71666,0.12166,0.88451,-0.39669
4.10236,0,-0.00056,0.00187,0.00115,-0.00014,-0.00284,0.00691,-0.00345,-0.00117,0.00039,0.00029,-0.00069,0.00034,-0.00107,-0.00210,-0.00023,-0.00215,-0.00374,0.00050,0.65245,0.75713,0.82802,0.00933,-0.83086,0.53164,0.37836,1.55567,0.80739,-0.01717,0.99981,0.00768,0.12169,0.78619,0.71685,0.10741,0.88806,-0.39765
4.15991,0,0.00029,-0.00064,0.00012,0.00189,-0.00227,0.00505,-0.00009,0.00338,-0.00135,0.00166,0.00038,-0.00281,-0.00061,0.00017,-0.00010,-0.00048,0.00043,-0.00211,0.65320,0.76221,0.83063,-0.01671,-0.82888,0.52207,0.36694,1.56306,0.80687,-0.01542,0.99982,-0.00062,0.11856,0.77929,0.71454,0.09590,0.89455,-0.39430
4.21290,0,0.00268,0.00245,0.00329,0.00760,-0.02002,0.01893,-0.00355,-0.00113,0.00099,-0.00081,-0.00453,0.00378,-0.00283,-0.00167,0.00079,0.00467,-0.00155,0.01117,0.65893,0.77086,0.84075,-0.04477,-0.80379,0.52421,0.34783,1.56211,0.80798,-0.00963,0.99974,0.00095,0.10478,0.76251,0.72256,0.11690,0.86525,-0.45407
4.25477,0,-0.00287,0.00193,-0.00161,-0.00658,0.00863,-0.00961,0.00046,-0.00036,-0.00028,-0.00035,0.00155,-0.00327,0.00039,0.00134,-0.00207,-0.00259,-0.00368,0.00017,0.65556,0.78052,0.84469,-0.07534,-0.79318,0.52270,0.34133,1.56101,0.80742,-0.01425,0.99953,0.00362,0.10236,0.76499,0.71841,0.10340,0.87354,-0.44948
4.30193,0,-0.00297,0.00207,-0.00054,-0.00944,0.00034,-0.01044,-0.00336,-0.00040,-0.00029,0.00057,-0.00366,0.00176,-0.00101,-0.00184,-0.00101,0.00051,-0.00425,0.01136,0.64420,0.79281,0.84233,-0.04093,-0.81531,0.49953,0.32795,1.56021,0.80632,-0.01449,0.99925,0.00271,0.09725,0.75968,0.71329,0.12164,0.87224,-0.45686
